brand,market,url
Tommy Hilfiger,Anh,https://www.tommy.co.uk
Ralph Lauren,Gốc / Quốc tế,https://www.ralphlauren.com
Ralph Lauren,Mỹ,https://www.ralphlauren.com
Ralph Lauren,Anh,https://www.ralphlauren.co.uk
Converse,Gốc / Quốc tế,https://www.converse.com
Converse,Mỹ,https://www.converse.com
Converse,Anh,https://www.converse.co.uk
Urban Outfitters,Gốc / Quốc tế,https://www.urbanoutfitters.com
Urban Outfitters,Mỹ,https://www.urbanoutfitters.com
Urban Outfitters,Anh,https://www.urbanoutfitters.co.uk
Burberry,Gốc / Quốc tế,https://www.burberry.com
Burberry,Việt Nam,https://www.burberry.com/vn/
Burberry,Mỹ,https://www.burberry.com/us/
Burberry,Anh,https://www.burberry.com/uk/
Burberry,Nhật Bản,https://www.burberry.com/jp/
Burberry,Pháp,https://www.burberry.com/fr/
Burberry,Đức,https://www.burberry.com/de/
Dior,Gốc / Quốc tế,https://www.dior.com
Dior,Việt Nam,https://www.dior.com/vn/
Dior,Mỹ,https://www.dior.com/us/
Dior,Anh,https://www.dior.com/uk/
Dior,Nhật Bản,https://www.dior.com/jp/
Dior,Pháp,https://www.dior.com/fr/
Dior,Đức,https://www.dior.com/de/
Calvin Klein,Gốc / Quốc tế,https://www.calvinklein.com
Calvin Klein,Mỹ,https://www.calvinklein.com
Calvin Klein,Anh,https://www.calvinklein.co.uk
Chanel,Gốc / Quốc tế,https://www.chanel.com
Chanel,Việt Nam,https://www.chanel.com/vn/
Chanel,Mỹ,https://www.chanel.com/us/
Chanel,Anh,https://www.chanel.com/uk/
Chanel,Nhật Bản,https://www.chanel.com/jp/
Chanel,Pháp,https://www.chanel.com/fr/
Chanel,Đức,https://www.chanel.com/de/
Gucci,Gốc / Quốc tế,https://www.gucci.com
Gucci,Việt Nam,https://www.gucci.com/vn/
Gucci,Mỹ,https://www.gucci.com/us/
Gucci,Anh,https://www.gucci.com/uk/
Gucci,Nhật Bản,https://www.gucci.com/jp/
Gucci,Pháp,https://www.gucci.com/fr/
Gucci,Đức,https://www.gucci.com/de/
Timberland,Gốc / Quốc tế,https://www.timberland.com
Timberland,Mỹ,https://www.timberland.com
Timberland,Anh,https://www.timberland.co.uk
Michael Kors,Gốc / Quốc tế,https://www.michaelkors.com
Michael Kors,Mỹ,https://www.michaelkors.com
Michael Kors,Anh,https://www.michaelkors.co.uk
Prada,Gốc / Quốc tế,https://www.prada.com
Prada,Việt Nam,https://www.prada.com/vn/
Prada,Mỹ,https://www.prada.com/us/
Prada,Anh,https://www.prada.com/uk/
Prada,Nhật Bản,https://www.prada.com/jp/
Prada,Pháp,https://www.prada.com/fr/
Prada,Đức,https://www.prada.com/de/
Valentino,Gốc / Quốc tế,https://www.valentino.com
Valentino,Mỹ,https://www.valentino.com
Valentino,Anh,https://www.valentino.co.uk
Balenciaga,Gốc / Quốc tế,https://www.balenciaga.com
Balenciaga,Việt Nam,https://www.balenciaga.com/vn/
Balenciaga,Mỹ,https://www.balenciaga.com/us/
Balenciaga,Anh,https://www.balenciaga.com/uk/
Balenciaga,Nhật Bản,https://www.balenciaga.com/jp/
Balenciaga,Pháp,https://www.balenciaga.com/fr/
Balenciaga,Đức,https://www.balenciaga.com/de/
Steve Madden,Gốc / Quốc tế,https://www.stevemadden.com
Steve Madden,Mỹ,https://www.stevemadden.com
Steve Madden,Anh,https://www.stevemadden.co.uk
